name,homepage,projectrank,category,labels
PyG Models,https://github.com/pyg-team/pytorch_geometric/tree/master/torch_geometric/nn/models,0,representation-learning,
Deep Graph Library (DGL),https://www.dgl.ai/,0,representation-learning,
DeepChem,https://deepchem.io/,0,general-tools,
RDKit,https://www.rdkit.org/,0,general-tools,['C++']
DeePMD-kit,https://github.com/deepmodeling/deepmd-kit,0,mlp,['C++']
Matminer,https://hackingmaterials.github.io/matminer/,0,general-tools,
DScribe,https://github.com/SINGROUP/dscribe,4,representations,
QUIP,https://libatoms.github.io/,0,general-tools,
NVIDIA Deep Learning Examples for Tensor Cores,https://github.com/NVIDIA/DeepLearningExamples,0,educational,['drug-discovery']
TorchANI,https://github.com/aiqm/torchani,0,mlp,
JARVIS-Tools,https://github.com/usnistgov/jarvis,0,general-tools,
XenonPy,https://github.com/yoshida-lab/XenonPy,0,general-tools,
MAST-ML,https://github.com/uw-cmg/MAST-ML,2,general-tools,
QML,http://www.qmlcode.org/,0,general-tools,
CatLearn,https://github.com/SUNCAT-Center/CatLearn,0,representation-engineering,['surface-science']
Librascal,https://github.com/lab-cosmo/librascal,0,representations,
KLIFF,https://github.com/openkim/kliff,0,mlp,"['probabilistic', 'workflows']"
SISSO,https://github.com/rouyang2017/SISSO,0,representations,['Fortran']
Automatminer,https://hackingmaterials.lbl.gov/automatminer/,0,general-tools,
Crystal Graph Convolutional Neural Networks (CGCNN),https://github.com/txie-93/cgcnn,0,representation-learning,
ReLeaSE,https://github.com/isayev/ReLeaSE,0,reinforcement-learning,['drug-discovery']
ANI-1,https://github.com/isayev/ASE_ANI,1,mlp,
SIMPLE-NN,https://github.com/MDIL-SNU/SIMPLE-NN,0,mlp,
OpenKIM,https://openkim.org/,3,mlp,['knowledgebase']
SchNet,https://github.com/atomistic-machine-learning/SchNet,0,mlp,
ANI-1 Dataset,https://github.com/isayev/ANI1_dataset,0,datasets,
Sketchmap,https://github.com/lab-cosmo/sketchmap,2,unsupervised,
SNAP,https://github.com/materialsvirtuallab/snap,0,mlp,
RDKit Tutorials,https://github.com/rdkit/rdkit-tutorials,1,educational,
DTNN,https://github.com/atomistic-machine-learning/dtnn,1,representation-learning,
COMP6 Benchmark dataset,https://github.com/isayev/COMP6,0,datasets,
fplib,https://github.com/zhuligs/fplib,1,representations,"['C', 'single-paper']"
SOAPxx,https://github.com/capoe/soapxx,1,representations,['C++']
COSMO Toolbox,https://github.com/lab-cosmo/toolbox,2,math,
Deep Graph Library (DGL),https://github.com/dmlc/dgl,0,representation-learning,
DeepChem,https://github.com/deepchem/deepchem,10,general-tools,
RDKit,https://github.com/rdkit/rdkit,13,general-tools,['C++']
Matminer,https://github.com/hackingmaterials/matminer,7,general-tools,
QUIP,https://github.com/libAtoms/QUIP,11,general-tools,
QML,https://github.com/qmlcode/qml,2,general-tools,
Automatminer,https://github.com/hackingmaterials/automatminer,0,general-tools,
cdk,https://github.com/cdk/cdk,15,rep-eng,"['cheminformatics', 'lang-java']"
MPContribs,https://github.com/materialsproject/MPContribs,8,datasets,
NVIDIA Deep Learning Examples for Tensor Cores,https://github.com/NVIDIA/DeepLearningExamples#graph-neural-networks,0,rep-learn,"['educational', 'drug-discovery']"
Graph-based Deep Learning Literature,https://github.com/naganandy/graph-based-deep-learning-literature,0,community,"['general-ml', 'rep-learn']"
Open Databases Integration for Materials Design (OPTIMADE),https://github.com/Materials-Consortia/OPTIMADE,0,datasets,
TensorMol,https://github.com/jparkhill/TensorMol,1,ml-iap,['single-paper']
Awesome Materials Informatics,https://github.com/tilde-lab/awesome-materials-informatics,0,community,
PROPhet,https://github.com/biklooost/PROPhet,1,ml-dft,"['ml-iap', 'md', 'single-paper', 'lang-cpp']"
tensorfieldnetworks,https://github.com/tensorfieldnetworks/tensorfieldnetworks,0,rep-learn,
ChemDataExtractor,https://github.com/mcs07/ChemDataExtractor,2,language-models,['literature-data']
dlpack,https://github.com/dmlc/dlpack,2,data-structures,['lang-cpp']
GPUMD,https://github.com/brucefan1983/GPUMD,0,ml-iap,"['md', 'lang-cpp', 'electrostatics']"
DPA-2,https://github.com/deepmodeling/deepmd-kit,0,uip,"['ml-iap', 'pretrained', 'workflows', 'datasets']"
Crystal Toolkit,https://github.com/materialsproject/crystaltoolkit,0,visualization,
OpenML,https://github.com/openml/OpenML,7,community,['datasets']
fplib,https://github.com/Rutgers-ZRG/libfp,3,rep-eng,"['lang-c', 'single-paper']"
DeePMD-DPA3,https://github.com/deepmodeling/deepmd-kit,0,uip,"['ml-iap', 'pretrained', 'workflows', 'datasets']"
SMACT,https://github.com/WMD-group/SMACT,0,materials-discovery,"['htc', 'structure-prediction', 'electrostatics']"
ChemML,https://github.com/hachmannlab/chemml,0,rep-eng,"['cheminformatics', 'active-learning', 'workflows']"
MPDS API,https://github.com/mpds-io/mpds-api,0,datasets,['phase-transition']
